"hotel";"can";"lt";"arr_m";"arr_wn";"s_wend_n";"s_wday_n";"adults";"children";"babies";"meal";"country";"d_wl";"adr";"res_s";"arr"
"City Hotel";"0";21;"October";"41";2;2;2;0;0;"BB";"ITA";0;121.63;"Check-Out";2016-10-02
"City Hotel";"1";77;"June";"25";0;3;2;0;0;"BB";"GBR";0;170;"Canceled";2017-06-21
"City Hotel";"1";214;"July";"29";1;5;1;0;0;"BB";"ESP";0;103.8;"Canceled";2017-07-17
"Resort Hotel";"0";114;"May";"20";2;5;2;0;0;"BB";"GBR";0;73.75;"Check-Out";2016-05-12
"Resort Hotel";"1";85;"March";"12";3;5;2;0;0;"BB";"PRT";0;59.4;"Canceled";2016-03-14
"Resort Hotel";"1";24;"July";"29";0;3;2;0;0;"BB";"CN";0;159;"Canceled";2016-07-12
"Resort Hotel";"0";0;"March";"12";0;2;2;0;0;"BB";"DEU";0;58;"Check-Out";2016-03-18
"City Hotel";"0";23;"November";"46";0;1;1;0;0;"BB";"ITA";0;112;"Check-Out";2016-11-11
"Resort Hotel";"0";77;"April";"15";1;3;2;0;0;"HB";"ESP";0;110.75;"Check-Out";2017-04-13
"City Hotel";"0";48;"February";"8";0;2;1;0;0;"BB";"ESP";0;65;"Check-Out";2017-02-22
"City Hotel";"0";24;"March";"13";2;1;2;0;0;"BB";"AUT";0;100;"Check-Out";2016-03-26
"Resort Hotel";"0";165;"December";"53";0;4;1;0;0;"Undefined";"PRT";122;0;"Check-Out";2015-12-30
"City Hotel";"0";102;"October";"42";0;2;2;0;0;"HB";"DEU";0;109;"Check-Out";2015-10-16
"Resort Hotel";"1";85;"August";"34";4;10;2;1;0;"BB";"GBR";0;217.14;"Canceled";2016-08-14
"City Hotel";"0";11;"March";"10";0;2;1;0;0;"BB";"ESP";0;130;"Check-Out";2017-03-07
"Resort Hotel";"0";0;"July";"29";0;1;2;2;0;"BB";"DJI";0;273;"Check-Out";2017-07-18
"City Hotel";"0";36;"April";"15";0;1;2;0;0;"SC";"PRT";0;120;"Check-Out";2017-04-15
"Resort Hotel";"0";146;"June";"23";2;3;2;0;0;"BB";"PRT";0;110;"Check-Out";2017-06-10
"City Hotel";"0";98;"May";"19";1;4;2;0;0;"BB";"GBR";0;141.6;"Check-Out";2016-05-04
"City Hotel";"0";8;"June";"23";0;1;2;0;0;"BB";"GBR";0;129.2;"Check-Out";2016-06-04
"City Hotel";"1";138;"August";"34";2;1;2;0;0;"HB";"ITA";0;94.5;"Canceled";2015-08-22
"City Hotel";"1";1;"October";"41";1;0;2;0;0;"BB";"PRT";0;126;"Canceled";2015-10-05
"City Hotel";"0";167;"August";"34";2;4;2;0;0;"BB";"DEU";0;72.25;"Check-Out";2016-08-18
"Resort Hotel";"1";11;"November";"48";0;1;1;0;0;"BB";"PRT";0;43;"Canceled";2016-11-22
"City Hotel";"1";102;"June";"24";1;0;2;0;0;"BB";"PRT";0;65;"Canceled";2016-06-05
"Resort Hotel";"0";28;"February";"8";2;3;2;0;0;"BB";"FRA";0;65;"Check-Out";2017-02-19
"Resort Hotel";"0";123;"February";"9";1;1;2;0;0;"FB";"ESP";0;64;"Check-Out";2016-02-27
"City Hotel";"1";284;"April";"17";0;3;1;1;0;"BB";"SWE";0;126;"Canceled";2017-04-27
"City Hotel";"0";1;"October";"41";0;2;1;0;0;"SC";"SWE";0;133.98;"Check-Out";2016-10-07
"Resort Hotel";"0";32;"April";"15";0;2;2;0;0;"BB";"ESP";0;72;"Check-Out";2017-04-12
"Resort Hotel";"1";55;"April";"18";2;5;3;1;0;"BB";"ESP";0;136;"Canceled";2016-04-30
"Resort Hotel";"1";31;"July";"31";0;3;2;0;0;"BB";"PRT";0;154;"Canceled";2015-07-30
"City Hotel";"0";1;"February";"6";0;1;1;0;0;"BB";"PRT";0;80;"Check-Out";2017-02-08
"Resort Hotel";"0";97;"September";"40";2;2;2;1;0;"BB";"NOR";0;101.33;"Check-Out";2015-09-27
"City Hotel";"0";102;"October";"42";0;2;1;0;0;"HB";"DEU";0;87;"Check-Out";2015-10-16
"City Hotel";"0";47;"October";"41";2;0;2;0;0;"SC";"USA";0;83.16;"Check-Out";2016-10-02
"Resort Hotel";"0";112;"January";"4";2;1;2;0;0;"BB";"BEL";0;37.8;"Check-Out";2017-01-28
"City Hotel";"0";44;"April";"18";1;3;2;0;0;"BB";"FRA";0;101.34;"Check-Out";2016-04-25
"Resort Hotel";"0";109;"April";"14";2;3;2;0;0;"BB";"BEL";0;51.84;"Check-Out";2016-04-02
"Resort Hotel";"1";292;"November";"45";0;1;2;0;0;"BB";"PRT";0;38;"Canceled";2016-11-03
"Resort Hotel";"1";219;"June";"24";0;3;2;0;0;"HB";"PRT";0;84.6;"Canceled";2017-06-15
"City Hotel";"0";1;"May";"19";0;1;2;1;0;"BB";"FIN";0;142;"Check-Out";2016-05-03
"City Hotel";"1";88;"May";"19";2;2;2;0;0;"BB";"PRT";0;89.1;"Canceled";2017-05-07
"City Hotel";"1";189;"January";"1";2;4;3;0;0;"BB";"BRA";0;115.6;"Canceled";2017-01-01
"City Hotel";"0";1;"December";"53";2;0;1;0;0;"BB";"PRT";0;65;"Check-Out";2015-12-27
"Resort Hotel";"0";10;"March";"12";0;1;1;0;0;"BB";"PRT";0;30;"Check-Out";2016-03-17
"Resort Hotel";"0";204;"May";"22";2;5;2;0;0;"BB";"IRL";0;57.28;"Check-Out";2016-05-27
"City Hotel";"0";215;"November";"48";1;1;1;0;0;"BB";"TUR";0;75;"Check-Out";2016-11-21
"Resort Hotel";"0";17;"December";"50";1;1;2;1;0;"BB";"";0;53.63;"Check-Out";2016-12-10
"City Hotel";"0";88;"April";"14";2;2;2;0;0;"SC";"BEL";0;72.25;"Check-Out";2016-04-02
"City Hotel";"0";269;"August";"34";2;5;2;0;0;"SC";"DEU";0;99;"Check-Out";2017-08-22
"City Hotel";"1";139;"August";"33";2;2;2;0;0;"BB";"ITA";0;114.3;"Canceled";2016-08-13
"Resort Hotel";"0";328;"June";"26";4;10;2;0;0;"BB";"GBR";0;121.5;"Check-Out";2017-06-29
"Resort Hotel";"1";2;"July";"29";0;1;2;0;0;"BB";"PRT";0;147.9;"Canceled";2017-07-21
"City Hotel";"0";0;"January";"2";1;0;1;0;0;"BB";"GBR";0;108;"Check-Out";2016-01-04
"City Hotel";"0";1;"July";"28";0;1;2;0;0;"BB";"NLD";0;175;"Check-Out";2016-07-08
"City Hotel";"0";6;"November";"46";1;2;2;0;0;"BB";"FRA";0;80;"Check-Out";2015-11-09
"Resort Hotel";"0";19;"March";"11";2;2;2;0;0;"BB";"GBR";0;36.61;"Check-Out";2016-03-06
"City Hotel";"0";1;"August";"35";0;1;2;0;0;"SC";"DEU";0;139;"Check-Out";2016-08-26
"City Hotel";"0";74;"April";"14";0;2;3;0;0;"HB";"GBR";0;189;"Check-Out";2017-04-07
"Resort Hotel";"0";4;"June";"24";0;1;2;2;0;"BB";"PRT";0;182.1;"Check-Out";2016-06-10
"City Hotel";"0";212;"May";"21";2;3;2;0;0;"BB";"DEU";0;78;"Check-Out";2016-05-20
"City Hotel";"1";53;"November";"47";0;4;1;0;0;"BB";"PRT";0;65;"Canceled";2015-11-18
"City Hotel";"0";55;"November";"45";0;4;2;0;0;"SC";"PAN";0;88;"Check-Out";2016-11-02
"City Hotel";"0";1;"February";"6";0;1;1;0;0;"BB";"PRT";0;65;"Check-Out";2016-02-03
"Resort Hotel";"1";33;"November";"46";0;2;1;0;0;"BB";"GBR";0;37.8;"Canceled";2016-11-11
"City Hotel";"0";30;"August";"32";0;2;2;0;0;"BB";"ESP";0;144.9;"Check-Out";2016-08-05
"City Hotel";"1";13;"May";"18";0;2;1;0;0;"SC";"ESP";0;120;"Canceled";2017-05-02
"Resort Hotel";"1";38;"December";"52";0;1;2;0;0;"BB";"PRT";0;60;"Canceled";2016-12-24
"City Hotel";"1";224;"July";"28";2;5;2;0;0;"BB";"NLD";0;107.1;"Canceled";2017-07-10
"City Hotel";"1";82;"April";"15";2;1;3;0;0;"BB";"FRA";0;177;"Canceled";2017-04-15
"City Hotel";"1";150;"June";"24";2;3;1;0;0;"BB";"PRT";0;120;"Canceled";2017-06-17
"Resort Hotel";"0";1;"May";"18";0;2;2;0;1;"BB";"PRT";0;78.25;"Check-Out";2017-05-05
"City Hotel";"1";11;"February";"9";2;2;2;0;0;"SC";"NLD";0;74.8;"Canceled";2017-02-26
"City Hotel";"0";265;"June";"26";0;2;2;0;0;"HB";"DEU";0;115;"Check-Out";2016-06-24
"Resort Hotel";"0";177;"July";"30";1;2;2;0;0;"BB";"CN";0;116.53;"Check-Out";2017-07-28
"City Hotel";"0";20;"June";"25";2;1;2;0;0;"SC";"CHE";0;99;"Check-Out";2016-06-12
"Resort Hotel";"1";93;"December";"51";0;1;2;0;0;"FB";"PRT";0;80;"Canceled";2015-12-19
"Resort Hotel";"0";40;"October";"45";2;3;2;0;0;"BB";"RUS";0;67.22;"Check-Out";2016-10-30
"Resort Hotel";"0";24;"September";"39";0;1;2;0;0;"BB";"THA";0;169;"Check-Out";2016-09-23
"City Hotel";"0";70;"December";"50";0;3;2;1;0;"BB";"PRT";0;156.6;"Check-Out";2016-12-08
"City Hotel";"0";377;"October";"42";0;2;2;0;0;"HB";"DEU";0;115;"Check-Out";2016-10-14
"City Hotel";"0";84;"December";"53";0;3;2;0;0;"HB";"FRA";0;100.33;"Check-Out";2015-12-31
"City Hotel";"0";270;"July";"30";0;3;1;0;0;"SC";"GBR";0;89.1;"Check-Out";2017-07-27
"City Hotel";"1";97;"October";"41";1;3;1;0;0;"BB";"PRT";0;140;"Canceled";2015-10-05
"City Hotel";"1";192;"October";"43";0;2;2;0;0;"BB";"PRT";0;95;"Canceled";2016-10-21
"Resort Hotel";"1";122;"June";"26";0;1;2;0;0;"BB";"ITA";0;150;"Canceled";2017-06-28
"City Hotel";"1";114;"July";"30";4;5;3;0;0;"HB";"GBR";0;191;"Canceled";2016-07-17
"City Hotel";"0";0;"September";"40";0;1;2;0;0;"BB";"PRT";0;185;"Check-Out";2016-09-28
"City Hotel";"1";426;"September";"37";0;2;2;0;0;"BB";"PRT";0;62;"Canceled";2016-09-08
"Resort Hotel";"0";85;"April";"18";0;1;2;0;0;"BB";"BEL";0;68;"Check-Out";2016-04-28
"City Hotel";"0";40;"June";"23";2;6;2;0;0;"HB";"ROU";0;149.75;"Check-Out";2017-06-10
"City Hotel";"0";55;"July";"28";0;1;1;0;0;"BB";"PRT";0;79;"Check-Out";2016-07-07
"City Hotel";"0";53;"November";"46";1;3;3;0;0;"BB";"BEL";0;134.45;"Check-Out";2016-11-10
"Resort Hotel";"0";112;"May";"19";3;6;2;0;0;"HB";"IRL";0;124;"Check-Out";2017-05-08
"Resort Hotel";"1";50;"March";"11";0;2;2;0;0;"BB";"IRL";0;70;"Canceled";2017-03-17
"City Hotel";"0";55;"April";"15";0;1;2;0;0;"HB";"PRT";0;104;"Check-Out";2016-04-06
"City Hotel";"0";18;"October";"43";0;1;2;0;0;"BB";"FRA";0;160;"Check-Out";2016-10-21
"City Hotel";"1";208;"July";"31";2;2;2;0;0;"SC";"GBR";0;80.75;"Canceled";2016-07-30
"City Hotel";"1";461;"October";"42";0;2;2;0;0;"BB";"PRT";0;62;"Canceled";2016-10-13
"Resort Hotel";"1";138;"April";"18";1;2;2;0;0;"BB";"PRT";0;65;"Canceled";2016-04-25
"City Hotel";"0";28;"May";"20";0;3;2;0;0;"BB";"IRL";0;141.33;"Check-Out";2017-05-16
"Resort Hotel";"0";288;"September";"36";1;4;2;0;0;"BB";"CZE";0;141;"Check-Out";2015-09-02
"Resort Hotel";"0";31;"December";"53";0;2;2;0;0;"HB";"PRT";0;325;"Check-Out";2016-12-30
"City Hotel";"0";34;"September";"39";0;3;2;0;0;"HB";"ESP";33;224.67;"Check-Out";2015-09-23
"City Hotel";"0";81;"March";"13";2;5;2;0;0;"BB";"CHE";0;89.31;"Check-Out";2016-03-23
"City Hotel";"0";17;"March";"12";0;2;2;0;0;"BB";"PRT";0;80;"Check-Out";2016-03-17
"City Hotel";"0";39;"March";"12";2;2;2;0;0;"BB";"BRA";0;96.05;"Check-Out";2017-03-24
"Resort Hotel";"1";128;"August";"32";2;3;2;2;0;"BB";"GEO";0;269;"Canceled";2017-08-06
"City Hotel";"0";30;"March";"12";0;1;1;0;0;"BB";"FRA";0;90;"Check-Out";2017-03-24
"Resort Hotel";"0";67;"November";"47";1;2;2;0;0;"HB";"GBR";0;50;"Check-Out";2016-11-18
"City Hotel";"1";475;"October";"44";0;2;2;0;0;"BB";"PRT";0;62;"Canceled";2016-10-27
"Resort Hotel";"0";0;"December";"51";0;1;1;0;0;"BB";"PRT";0;38;"Check-Out";2015-12-16
"Resort Hotel";"0";239;"September";"38";1;1;2;0;0;"HB";"FRA";0;80;"Check-Out";2015-09-19
"Resort Hotel";"0";7;"February";"6";0;1;1;0;0;"BB";"PRT";0;43;"Check-Out";2017-02-09
"City Hotel";"1";33;"December";"50";0;2;2;0;0;"BB";"PRT";0;110;"Canceled";2015-12-09
"Resort Hotel";"0";190;"April";"16";2;5;1;0;0;"HB";"GBR";0;45.9;"Check-Out";2016-04-10
"City Hotel";"0";65;"July";"31";2;2;2;0;0;"BB";"GBR";0;94.5;"Check-Out";2016-07-24
"Resort Hotel";"1";43;"July";"27";1;3;3;0;0;"BB";"PRT";0;108.8;"Canceled";2015-07-02
"Resort Hotel";"0";239;"June";"25";1;4;2;0;0;"BB";"IRL";0;99;"Check-Out";2017-06-19
"Resort Hotel";"0";233;"September";"39";1;0;2;0;0;"HB";"CHE";0;104;"Check-Out";2016-09-18
"Resort Hotel";"0";0;"March";"13";0;1;2;0;0;"BB";"PRT";0;105;"Check-Out";2016-03-24
"City Hotel";"1";65;"July";"28";0;2;2;0;0;"BB";"PRT";0;68.85;"Canceled";2015-07-10
"City Hotel";"0";151;"January";"4";0;2;1;0;0;"BB";"NLD";63;71;"Check-Out";2016-01-19
"City Hotel";"1";113;"July";"29";0;1;2;0;0;"SC";"PRT";0;120;"Canceled";2017-07-20
"City Hotel";"1";40;"October";"43";1;2;1;0;0;"BB";"PRT";0;75.6;"Canceled";2015-10-19
"City Hotel";"0";29;"May";"21";2;3;3;0;0;"BB";"FRA";0;155.64;"Check-Out";2016-05-19
"City Hotel";"1";272;"July";"29";0;2;2;0;0;"BB";"PRT";0;62;"Canceled";2015-07-16
"Resort Hotel";"0";159;"June";"23";0;1;2;0;0;"BB";"NOR";0;80;"Check-Out";2017-06-10
"Resort Hotel";"1";378;"November";"45";0;2;2;0;0;"BB";"PRT";0;46;"Canceled";2016-11-01
"City Hotel";"1";304;"November";"45";0;3;2;0;0;"BB";"PRT";0;89;"Canceled";2016-11-03
"City Hotel";"1";170;"August";"31";1;1;2;0;0;"BB";"USA";0;139.5;"Canceled";2017-08-05
"Resort Hotel";"1";232;"May";"19";2;4;2;0;0;"BB";"PRT";0;70.4;"Canceled";2016-05-01
"City Hotel";"1";300;"August";"31";1;2;3;0;0;"SC";"PRT";0;109.2;"Canceled";2017-08-04
"Resort Hotel";"0";156;"May";"19";2;5;2;0;0;"HB";"IRL";0;90;"Check-Out";2017-05-08
"City Hotel";"1";39;"May";"21";2;1;2;0;0;"BB";"NLD";0;126.9;"Canceled";2016-05-21
"City Hotel";"0";241;"October";"43";1;2;2;0;0;"BB";"USA";0;60;"Check-Out";2015-10-19
"Resort Hotel";"1";378;"November";"45";0;2;2;0;0;"BB";"PRT";0;46;"Canceled";2016-11-01
"City Hotel";"0";73;"May";"20";0;1;2;0;0;"BB";"USA";0;126.9;"Check-Out";2016-05-14
"City Hotel";"0";0;"February";"5";0;1;1;0;0;"BB";"PRT";0;93;"Check-Out";2017-02-02
"Resort Hotel";"0";23;"March";"13";0;2;2;0;0;"BB";"PRT";0;0;"Check-Out";2017-03-31
"City Hotel";"0";157;"May";"19";0;3;2;0;0;"BB";"DEU";0;127;"Check-Out";2016-05-05
"City Hotel";"0";9;"April";"15";1;2;2;0;0;"BB";"RUS";0;125.33;"Check-Out";2016-04-08
"City Hotel";"0";26;"April";"17";0;1;2;0;0;"SC";"ESP";0;115;"Check-Out";2017-04-29
"City Hotel";"0";13;"May";"19";0;2;2;0;0;"BB";"FRA";0;210;"Check-Out";2017-05-12
"Resort Hotel";"1";34;"April";"17";1;2;2;0;0;"BB";"PRT";0;85;"Canceled";2016-04-18
"Resort Hotel";"0";53;"September";"40";2;5;2;0;0;"HB";"AUT";0;70.5;"Check-Out";2015-09-28
"City Hotel";"1";301;"November";"47";0;2;2;0;0;"BB";"PRT";0;52;"Canceled";2016-11-18
"Resort Hotel";"0";34;"December";"52";2;4;1;0;0;"HB";"IRL";0;40.85;"Check-Out";2015-12-23
"Resort Hotel";"1";167;"June";"26";2;5;2;0;0;"BB";"PRT";0;54.72;"Canceled";2016-06-21
"City Hotel";"1";47;"February";"8";1;0;2;0;0;"SC";"PRT";0;72;"Canceled";2017-02-20
"City Hotel";"1";41;"June";"23";0;3;2;0;0;"SC";"RUS";0;126.67;"Canceled";2017-06-08
"City Hotel";"0";1;"June";"25";0;1;1;0;0;"BB";"PRT";0;170;"Check-Out";2017-06-20
"City Hotel";"0";73;"April";"18";0;3;2;0;0;"SC";"DEU";0;82.69;"Check-Out";2016-04-27
"City Hotel";"0";20;"September";"38";0;3;2;0;0;"BB";"AGO";0;105;"Check-Out";2015-09-15
"City Hotel";"0";17;"November";"47";2;2;2;0;0;"BB";"DEU";0;107.5;"Check-Out";2016-11-18
"City Hotel";"0";122;"June";"26";0;4;2;0;0;"BB";"GBR";0;131.03;"Check-Out";2017-06-28
"City Hotel";"0";42;"April";"17";0;2;2;0;0;"BB";"AUT";0;94.5;"Check-Out";2016-04-20
"Resort Hotel";"0";199;"May";"19";1;1;2;0;0;"HB";"DEU";0;85;"Check-Out";2016-05-02
"City Hotel";"1";38;"January";"2";0;1;1;0;0;"BB";"PRT";0;75;"Canceled";2017-01-14
"Resort Hotel";"0";11;"August";"34";0;2;2;0;0;"BB";"ESP";0;187.2;"Check-Out";2016-08-19
"City Hotel";"0";15;"April";"16";1;2;2;0;0;"BB";"BEL";0;118.33;"Check-Out";2016-04-15
"City Hotel";"1";15;"September";"38";0;2;1;0;0;"SC";"ESP";0;139;"Canceled";2016-09-15
"City Hotel";"1";158;"May";"22";0;2;1;0;0;"BB";"PRT";31;130;"Canceled";2016-05-24
"Resort Hotel";"0";131;"February";"8";0;2;2;0;0;"BB";"PRT";0;56.4;"Check-Out";2016-02-17
"Resort Hotel";"1";185;"April";"17";1;1;2;0;0;"HB";"PRT";0;86;"Canceled";2016-04-18
"City Hotel";"0";31;"June";"23";1;2;2;0;0;"SC";"AUT";0;89;"Check-Out";2017-06-09
"City Hotel";"0";264;"July";"28";0;2;2;0;0;"BB";"PRT";0;62;"Check-Out";2015-07-08
"City Hotel";"1";10;"April";"15";1;1;1;0;0;"SC";"NLD";0;115;"Canceled";2017-04-10
"Resort Hotel";"0";6;"March";"13";0;2;2;0;0;"BB";"ESP";0;66.5;"Check-Out";2016-03-23
"City Hotel";"1";91;"October";"41";0;1;2;0;0;"BB";"CHN";0;106.92;"Canceled";2016-10-07
"Resort Hotel";"1";21;"January";"1";1;3;2;0;0;"BB";"BRA";0;48;"Canceled";2017-01-02
"City Hotel";"1";281;"April";"16";0;2;2;0;0;"BB";"PRT";0;62;"Canceled";2016-04-14
"City Hotel";"1";78;"November";"48";1;2;2;0;0;"BB";"CHE";0;93.6;"Canceled";2016-11-21
"Resort Hotel";"0";0;"November";"47";0;1;2;0;0;"BB";"IRL";0;79;"Check-Out";2016-11-15
"Resort Hotel";"0";1;"August";"32";1;0;2;0;0;"BB";"PRT";0;144.4;"Check-Out";2017-08-06
"City Hotel";"0";129;"August";"33";2;3;3;0;0;"BB";"GBR";0;146.7;"Check-Out";2016-08-11
"City Hotel";"0";28;"November";"49";1;5;2;1;0;"BB";"DEU";0;105.9;"Check-Out";2016-11-28
"City Hotel";"0";71;"June";"27";0;3;2;0;0;"BB";"AUT";0;86.25;"Check-Out";2016-06-28
"City Hotel";"0";44;"August";"34";2;1;2;0;0;"HB";"PRT";0;86;"Check-Out";2015-08-22
"Resort Hotel";"0";185;"August";"35";2;2;2;0;0;"BB";"CN";0;116.5;"Check-Out";2017-08-27
"City Hotel";"1";34;"December";"50";0;2;1;0;0;"BB";"PRT";0;90;"Canceled";2015-12-08
"City Hotel";"1";336;"September";"38";0;2;2;0;0;"HB";"PRT";0;101.5;"Canceled";2015-09-18
"City Hotel";"0";43;"November";"47";2;2;2;0;0;"BB";"FRA";0;68;"Check-Out";2016-11-19
"City Hotel";"0";71;"July";"30";1;2;2;2;0;"BB";"FRA";0;229.33;"Check-Out";2017-07-28
"City Hotel";"0";38;"March";"10";2;1;2;0;0;"BB";"TUR";0;83.9;"Check-Out";2016-03-05
"Resort Hotel";"0";30;"December";"53";0;1;2;0;0;"BB";"ESP";0;50;"Check-Out";2015-12-30
"City Hotel";"0";190;"June";"26";0;4;1;0;0;"BB";"SRB";0;95;"Check-Out";2016-06-22
"City Hotel";"0";123;"May";"20";1;2;3;0;0;"BB";"USA";0;199.8;"Check-Out";2017-05-15
"Resort Hotel";"0";18;"December";"52";0;4;1;0;0;"BB";"PRT";0;45;"Check-Out";2015-12-23
"City Hotel";"0";100;"June";"27";0;2;2;0;0;"BB";"DEU";0;103.5;"Check-Out";2016-06-30
"Resort Hotel";"1";166;"August";"33";2;3;2;0;0;"BB";"PRT";0;170;"Canceled";2016-08-13
"City Hotel";"0";35;"November";"45";1;2;2;0;0;"BB";"FRA";0;155;"Check-Out";2016-11-04
"City Hotel";"0";7;"October";"42";1;0;2;0;0;"BB";"PRT";0;75;"Check-Out";2015-10-12
"Resort Hotel";"0";305;"May";"21";2;5;2;0;0;"BB";"IRL";0;54;"Check-Out";2017-05-25
"Resort Hotel";"0";199;"May";"19";1;1;2;0;0;"HB";"DEU";0;85;"Check-Out";2016-05-02
"City Hotel";"0";29;"October";"42";0;4;2;0;0;"BB";"BRA";0;98.98;"Check-Out";2015-10-13
"City Hotel";"0";0;"January";"1";0;1;2;0;0;"SC";"ITA";0;86;"Check-Out";2016-01-01
"City Hotel";"0";23;"January";"1";2;1;2;0;0;"HB";"ITA";0;109;"Check-Out";2016-01-02
"City Hotel";"1";608;"March";"10";0;2;2;0;0;"BB";"PRT";0;62;"Canceled";2017-03-09
"City Hotel";"0";126;"July";"28";0;1;2;0;0;"BB";"GBR";0;123.3;"Check-Out";2016-07-08
"Resort Hotel";"1";238;"February";"6";0;2;2;0;0;"HB";"PRT";0;54;"Canceled";2017-02-10
"Resort Hotel";"0";102;"July";"27";2;5;2;0;1;"BB";"PRT";0;73.8;"Check-Out";2015-07-04
"City Hotel";"1";76;"May";"19";0;5;2;0;0;"BB";"FIN";0;126;"Canceled";2017-05-09
"Resort Hotel";"0";100;"July";"27";1;1;2;0;0;"BB";"FRA";0;73.8;"Check-Out";2015-07-04
"Resort Hotel";"1";200;"September";"37";3;7;1;0;0;"BB";"PRT";0;49.3;"Canceled";2015-09-07
"Resort Hotel";"1";147;"March";"14";2;5;2;0;0;"HB";"PRT";0;73;"Canceled";2016-03-28
"Resort Hotel";"0";168;"March";"14";1;4;2;0;0;"BB";"GBR";0;66;"Check-Out";2016-03-30
"City Hotel";"0";159;"April";"15";1;1;2;0;0;"BB";"FRA";0;70;"Check-Out";2016-04-09
"City Hotel";"1";157;"August";"34";2;3;2;2;0;"HB";"POL";0;217.6;"Canceled";2016-08-19
"City Hotel";"0";28;"April";"16";0;1;1;0;0;"BB";"USA";0;93.5;"Check-Out";2017-04-21
"City Hotel";"1";174;"August";"34";2;8;2;0;0;"HB";"ESP";0;131.75;"Canceled";2016-08-16
"Resort Hotel";"1";378;"November";"45";0;2;2;0;0;"BB";"PRT";0;46;"Canceled";2016-11-01
"City Hotel";"0";0;"June";"24";1;0;2;0;0;"BB";"PRT";0;144;"Check-Out";2017-06-12
"City Hotel";"0";116;"March";"12";0;2;1;0;0;"BB";"FRA";0;90;"Check-Out";2017-03-24
"City Hotel";"1";265;"June";"25";4;8;2;0;0;"BB";"PRT";0;112.87;"No-Show";2017-06-24
"Resort Hotel";"0";0;"February";"5";0;1;2;0;0;"BB";"PRT";0;40;"Check-Out";2017-02-02
"City Hotel";"0";0;"July";"30";0;1;1;0;0;"BB";"FRA";0;68.85;"Check-Out";2016-07-23
"Resort Hotel";"0";7;"March";"9";1;3;2;0;0;"BB";"GBR";0;52.25;"Check-Out";2017-03-02
"Resort Hotel";"1";302;"May";"19";0;4;2;0;0;"HB";"PRT";0;81;"Canceled";2017-05-09
"Resort Hotel";"0";18;"February";"7";1;0;2;0;0;"BB";"PRT";0;58;"Check-Out";2017-02-13
"City Hotel";"0";64;"September";"37";1;1;1;1;0;"BB";"PRT";0;120.15;"Check-Out";2016-09-05
"City Hotel";"0";19;"March";"12";1;2;2;0;0;"SC";"FRA";0;60.83;"Check-Out";2016-03-14
"Resort Hotel";"0";30;"July";"29";2;2;2;2;0;"BB";"BRA";0;311.25;"Check-Out";2017-07-21
"Resort Hotel";"0";0;"July";"27";0;1;2;0;0;"BB";"PRT";0;123;"Check-Out";2015-07-02
"Resort Hotel";"0";200;"September";"37";3;7;1;0;0;"BB";"IRL";0;43.78;"Check-Out";2015-09-07
"City Hotel";"0";107;"August";"33";0;1;2;0;0;"BB";"PRT";0;76.5;"Check-Out";2015-08-12
"City Hotel";"0";294;"April";"17";0;1;2;0;0;"SC";"DEU";0;99;"Check-Out";2017-04-28
"City Hotel";"1";15;"November";"48";8;19;2;0;0;"BB";"PRT";0;93.01;"No-Show";2015-11-22
"Resort Hotel";"1";8;"December";"49";2;1;2;0;0;"HB";"PRT";0;68;"Canceled";2015-12-05
"Resort Hotel";"1";235;"July";"28";2;3;2;0;0;"HB";"PRT";0;112;"Canceled";2015-07-11
"City Hotel";"1";270;"April";"17";0;4;2;0;0;"BB";"PRT";187;62.8;"Canceled";2016-04-20
"Resort Hotel";"0";306;"July";"30";2;5;2;0;0;"BB";"GBR";0;137.43;"Check-Out";2016-07-21
"City Hotel";"1";14;"March";"13";1;0;1;0;0;"SC";"GBR";0;78.4;"Canceled";2017-03-27
"City Hotel";"1";42;"April";"16";2;2;2;0;0;"BB";"GBR";0;146.25;"Canceled";2017-04-16
"Resort Hotel";"1";261;"February";"7";8;20;1;0;0;"BB";"GBR";0;55.8;"Canceled";2017-02-16
"City Hotel";"1";75;"April";"14";0;4;1;0;0;"BB";"PRT";0;85;"Canceled";2017-04-05
"City Hotel";"0";75;"October";"43";1;5;2;0;0;"BB";"PRT";0;67.83;"Check-Out";2015-10-20
"Resort Hotel";"0";7;"July";"28";0;1;1;0;0;"BB";"";0;73;"Check-Out";2016-07-06
"Resort Hotel";"0";0;"April";"15";0;1;1;0;0;"BB";"PRT";0;45;"Check-Out";2017-04-11
"City Hotel";"1";626;"November";"46";1;2;2;0;0;"BB";"PRT";0;62.8;"Canceled";2016-11-07
"Resort Hotel";"0";2;"August";"33";0;1;2;1;0;"BB";"ESP";0;201.14;"Check-Out";2017-08-19
"Resort Hotel";"1";6;"August";"35";1;3;2;1;0;"BB";"PRT";0;207.5;"Canceled";2017-08-31
"City Hotel";"0";462;"July";"26";2;1;2;0;0;"BB";"GBR";0;112.67;"Check-Out";2017-07-01
"Resort Hotel";"1";3;"January";"4";1;1;2;0;0;"BB";"ESP";0;52;"Canceled";2017-01-28
"City Hotel";"1";42;"June";"22";2;3;2;0;0;"SC";"DEU";0;140;"Canceled";2017-06-02
"City Hotel";"0";138;"August";"34";2;1;2;0;0;"HB";"ITA";0;94.5;"Check-Out";2015-08-22
